minutes,time
40,10/5/10 12:00 AM
13,10/16/10 12:00 AM
37,10/12/10 12:00 AM
35,10/26/10 12:00 AM
28,10/11/10 12:00 AM
18,10/7/10 12:00 AM
37,10/15/10 12:00 AM
35,11/6/10 12:00 AM
27,11/26/10 12:00 AM
33,11/24/10 12:00 AM
13,11/28/10 12:00 AM
37,11/21/10 12:00 AM
11,11/22/10 12:00 AM
6,11/5/10 12:00 AM
24,11/4/10 12:00 AM
23,11/18/10 12:00 AM
25,11/20/10 12:00 AM
21,11/23/10 12:00 AM
11,11/11/10 12:00 AM
6,11/25/10 12:00 AM
38,11/14/10 12:00 AM
8,11/17/10 12:00 AM
27,11/2/10 12:00 AM
2,11/13/10 12:00 AM
14,11/7/10 12:00 AM
25,11/27/10 12:00 AM
25,12/27/10 12:00 AM
22,12/12/10 12:00 AM
12,12/25/10 12:00 AM
27,12/1/10 12:00 AM
3,12/3/10 12:00 AM
11,12/13/10 12:00 AM
28,12/20/10 12:00 AM
9,12/8/10 12:00 AM
26,12/19/10 12:00 AM
17,12/14/10 12:00 AM
39,12/11/10 12:00 AM
33,12/4/10 12:00 AM
34,12/2/10 12:00 AM
40,1/4/11 12:00 AM
34,1/10/11 12:00 AM
10,1/3/11 12:00 AM
25,1/27/11 12:00 AM
39,1/24/11 12:00 AM
12,1/17/11 12:00 AM
8,1/15/11 12:00 AM
33,1/16/11 12:00 AM
39,1/19/11 12:00 AM
8,1/28/11 12:00 AM
19,1/14/11 12:00 AM
13,1/1/11 12:00 AM
2,1/22/11 12:00 AM
34,1/25/11 12:00 AM
10,1/18/11 12:00 AM
24,1/23/11 12:00 AM
36,1/13/11 12:00 AM
5,1/11/11 12:00 AM
9,1/12/11 12:00 AM
30,1/26/11 12:00 AM
32,1/9/11 12:00 AM
32,1/20/11 12:00 AM
16,1/8/11 12:00 AM
14,1/7/11 12:00 AM
9,1/5/11 12:00 AM
34,1/6/11 12:00 AM
22,2/19/11 12:00 AM
30,2/20/11 12:00 AM
26,2/4/11 12:00 AM
3,2/25/11 12:00 AM
37,2/23/11 12:00 AM
3,2/26/11 12:00 AM
36,2/22/11 12:00 AM
34,2/17/11 12:00 AM
6,2/11/11 12:00 AM
40,2/16/11 12:00 AM
11,2/5/11 12:00 AM
24,2/3/11 12:00 AM
25,2/8/11 12:00 AM
32,2/9/11 12:00 AM
32,2/7/11 12:00 AM
39,2/6/11 12:00 AM
24,2/13/11 12:00 AM
35,2/2/11 12:00 AM
38,2/24/11 12:00 AM
32,3/26/11 12:00 AM
40,4/10/11 12:00 AM
13,4/12/11 12:00 AM
26,4/6/11 12:00 AM
5,4/3/11 12:00 AM
17,4/2/11 12:00 AM
18,4/24/11 12:00 AM
23,4/9/11 12:00 AM
9,4/11/11 12:00 AM
6,4/26/11 12:00 AM
28,4/27/11 12:00 AM
14,4/22/11 12:00 AM
6,4/23/11 12:00 AM
13,4/18/11 12:00 AM
29,4/16/11 12:00 AM
19,4/20/11 12:00 AM
20,4/1/11 12:00 AM
21,4/7/11 12:00 AM
27,4/25/11 12:00 AM
13,4/21/11 12:00 AM
5,4/19/11 12:00 AM
6,4/14/11 12:00 AM
21,4/8/11 12:00 AM
31,4/4/11 12:00 AM
40,4/17/11 12:00 AM
33,6/11/11 12:00 AM
16,6/4/11 12:00 AM
35,6/7/11 12:00 AM
7,6/17/11 12:00 AM
35,6/28/11 12:00 AM
16,6/10/11 12:00 AM
36,6/8/11 12:00 AM
40,6/19/11 12:00 AM
18,6/24/11 12:00 AM
18,6/5/11 12:00 AM
15,6/9/11 12:00 AM
8,6/13/11 12:00 AM
5,6/16/11 12:00 AM
10,6/18/11 12:00 AM
5,6/20/11 12:00 AM
26,6/22/11 12:00 AM
39,6/27/11 12:00 AM
33,6/1/11 12:00 AM
15,6/6/11 12:00 AM
34,6/2/11 12:00 AM
8,6/25/11 12:00 AM
5,6/23/11 12:00 AM
33,7/11/11 12:00 AM
14,8/25/11 12:00 AM
23,8/13/11 12:00 AM
19,8/16/11 12:00 AM
40,8/14/11 12:00 AM
22,8/7/11 12:00 AM
37,8/15/11 12:00 AM
8,8/24/11 12:00 AM
30,8/21/11 12:00 AM
10,8/12/11 12:00 AM
28,8/5/11 12:00 AM
3,8/4/11 12:00 AM
10,8/3/11 12:00 AM
18,8/2/11 12:00 AM
12,8/8/11 12:00 AM
25,8/23/11 12:00 AM
7,8/6/11 12:00 AM
23,8/19/11 12:00 AM
39,8/22/11 12:00 AM
10,8/17/11 12:00 AM
22,8/1/11 12:00 AM
33,8/18/11 12:00 AM
26,8/28/11 12:00 AM
19,8/9/11 12:00 AM
2,8/26/11 12:00 AM
31,8/20/11 12:00 AM
35,8/11/11 12:00 AM
29,9/6/11 12:00 AM
20,9/5/11 12:00 AM
37,9/19/11 12:00 AM
40,9/10/11 12:00 AM
9,9/21/11 12:00 AM
40,9/18/11 12:00 AM
7,9/12/11 12:00 AM
33,9/28/11 12:00 AM
33,9/13/11 12:00 AM
36,9/4/11 12:00 AM
13,9/20/11 12:00 AM
39,9/27/11 12:00 AM
34,9/24/11 12:00 AM
29,10/22/11 12:00 AM
3,10/7/11 12:00 AM
38,10/4/11 12:00 AM
12,10/1/11 12:00 AM
39,10/10/11 12:00 AM
32,10/24/11 12:00 AM
6,10/5/11 12:00 AM
18,10/18/11 12:00 AM
10,10/26/11 12:00 AM
30,10/20/11 12:00 AM
4,10/3/11 12:00 AM
16,10/27/11 12:00 AM
37,10/19/11 12:00 AM
38,10/21/11 12:00 AM
40,11/3/11 12:00 AM
4,11/12/11 12:00 AM
23,11/28/11 12:00 AM
32,11/21/11 12:00 AM
18,11/7/11 12:00 AM
38,11/9/11 12:00 AM
25,11/11/11 12:00 AM
22,11/13/11 12:00 AM
29,11/10/11 12:00 AM
4,11/1/11 12:00 AM
37,11/5/11 12:00 AM
29,11/4/11 12:00 AM
14,11/18/11 12:00 AM
39,11/8/11 12:00 AM
26,11/23/11 12:00 AM
24,11/20/11 12:00 AM
13,11/6/11 12:00 AM
33,11/26/11 12:00 AM
35,11/22/11 12:00 AM
13,11/19/11 12:00 AM
20,11/24/11 12:00 AM
20,11/27/11 12:00 AM
23,11/2/11 12:00 AM
30,12/23/11 12:00 AM
34,12/1/11 12:00 AM
38,12/9/11 12:00 AM
14,12/24/11 12:00 AM
21,12/26/11 12:00 AM
10,12/8/11 12:00 AM
7,12/13/11 12:00 AM
25,12/12/11 12:00 AM
20,12/22/11 12:00 AM
4,12/11/11 12:00 AM
13,12/25/11 12:00 AM
5,12/28/11 12:00 AM
39,12/3/11 12:00 AM
7,12/14/11 12:00 AM
21,12/27/11 12:00 AM
13,12/2/11 12:00 AM
23,12/10/11 12:00 AM
8,12/7/11 12:00 AM
30,12/18/11 12:00 AM
29,12/15/11 12:00 AM
16,12/21/11 12:00 AM
11,12/19/11 12:00 AM
8,12/16/11 12:00 AM
14,1/14/12 12:00 AM
29,1/3/12 12:00 AM
24,1/15/12 12:00 AM
20,1/11/12 12:00 AM
32,1/27/12 12:00 AM
24,1/4/12 12:00 AM
22,1/8/12 12:00 AM
30,1/6/12 12:00 AM
39,1/21/12 12:00 AM
3,1/9/12 12:00 AM
35,1/2/12 12:00 AM
24,2/1/12 12:00 AM
30,2/8/12 12:00 AM
30,2/13/12 12:00 AM
13,2/3/12 12:00 AM
34,2/28/12 12:00 AM
34,2/17/12 12:00 AM
23,2/14/12 12:00 AM
26,2/11/12 12:00 AM
17,2/21/12 12:00 AM
18,2/2/12 12:00 AM
27,3/6/12 12:00 AM
35,3/24/12 12:00 AM
39,3/12/12 12:00 AM
13,3/22/12 12:00 AM
22,3/28/12 12:00 AM
7,3/16/12 12:00 AM
31,3/21/12 12:00 AM
2,3/2/12 12:00 AM
6,3/13/12 12:00 AM
39,3/20/12 12:00 AM
5,3/7/12 12:00 AM
38,3/19/12 12:00 AM
8,4/13/12 12:00 AM
36,4/12/12 12:00 AM
23,5/21/12 12:00 AM
38,7/18/12 12:00 AM
30,7/14/12 12:00 AM
7,7/1/12 12:00 AM
22,8/11/12 12:00 AM
17,8/20/12 12:00 AM
13,8/16/12 12:00 AM
32,8/4/12 12:00 AM
36,8/18/12 12:00 AM
26,8/8/12 12:00 AM
10,8/6/12 12:00 AM
26,8/1/12 12:00 AM
21,8/3/12 12:00 AM
32,8/2/12 12:00 AM
7,8/22/12 12:00 AM
24,8/7/12 12:00 AM
40,8/9/12 12:00 AM
17,8/25/12 12:00 AM
2,8/12/12 12:00 AM
35,8/17/12 12:00 AM
39,8/26/12 12:00 AM
11,8/15/12 12:00 AM
9,8/5/12 12:00 AM
13,8/10/12 12:00 AM
39,9/20/12 12:00 AM
28,9/3/12 12:00 AM
13,9/7/12 12:00 AM
17,9/9/12 12:00 AM
3,9/14/12 12:00 AM
38,9/21/12 12:00 AM
7,9/17/12 12:00 AM
7,9/16/12 12:00 AM
14,9/25/12 12:00 AM
13,9/8/12 12:00 AM
10,9/10/12 12:00 AM
40,9/24/12 12:00 AM
22,9/13/12 12:00 AM
30,9/12/12 12:00 AM
33,9/28/12 12:00 AM
37,9/4/12 12:00 AM
18,11/17/12 12:00 AM
7,11/19/12 12:00 AM
39,11/4/12 12:00 AM
34,11/8/12 12:00 AM
34,11/12/12 12:00 AM
6,11/22/12 12:00 AM
2,11/5/12 12:00 AM
19,11/25/12 12:00 AM
35,11/13/12 12:00 AM
16,11/1/12 12:00 AM
6,11/10/12 12:00 AM
10,11/2/12 12:00 AM
33,11/14/12 12:00 AM
9,11/6/12 12:00 AM
7,11/24/12 12:00 AM
15,11/20/12 12:00 AM
6,11/18/12 12:00 AM
27,11/3/12 12:00 AM
5,11/11/12 12:00 AM
12,11/28/12 12:00 AM
32,11/27/12 12:00 AM
18,11/9/12 12:00 AM
3,12/9/12 12:00 AM
10,12/28/12 12:00 AM
32,12/5/12 12:00 AM
24,12/12/12 12:00 AM
25,12/1/12 12:00 AM
24,1/9/13 12:00 AM
32,1/15/13 12:00 AM
31,1/18/13 12:00 AM
32,1/3/13 12:00 AM
9,1/21/13 12:00 AM
30,1/16/13 12:00 AM
2,1/19/13 12:00 AM
40,1/26/13 12:00 AM
8,1/24/13 12:00 AM
26,1/7/13 12:00 AM
24,1/13/13 12:00 AM
10,1/23/13 12:00 AM
7,1/11/13 12:00 AM
21,1/1/13 12:00 AM
37,1/25/13 12:00 AM
6,2/27/13 12:00 AM
17,2/5/13 12:00 AM
33,2/17/13 12:00 AM
12,2/3/13 12:00 AM
29,2/12/13 12:00 AM
32,2/21/13 12:00 AM
37,2/18/13 12:00 AM
23,2/2/13 12:00 AM
23,2/22/13 12:00 AM
32,2/19/13 12:00 AM
10,2/14/13 12:00 AM
13,2/24/13 12:00 AM
38,2/26/13 12:00 AM
36,2/4/13 12:00 AM
38,2/25/13 12:00 AM
38,2/10/13 12:00 AM
20,2/23/13 12:00 AM
20,3/8/13 12:00 AM
24,3/15/13 12:00 AM
29,3/21/13 12:00 AM
19,3/17/13 12:00 AM
34,3/9/13 12:00 AM
32,4/7/13 12:00 AM
6,4/27/13 12:00 AM
17,4/15/13 12:00 AM
23,4/20/13 12:00 AM
30,4/22/13 12:00 AM
32,4/6/13 12:00 AM
18,4/5/13 12:00 AM
39,4/4/13 12:00 AM
25,4/8/13 12:00 AM
30,4/28/13 12:00 AM
7,4/13/13 12:00 AM
2,4/19/13 12:00 AM
30,4/10/13 12:00 AM
36,4/16/13 12:00 AM
32,4/23/13 12:00 AM
39,4/3/13 12:00 AM
21,4/26/13 12:00 AM
22,4/14/13 12:00 AM
27,4/9/13 12:00 AM
27,4/18/13 12:00 AM
28,4/24/13 12:00 AM
23,4/2/13 12:00 AM
12,4/17/13 12:00 AM
8,4/25/13 12:00 AM
33,4/1/13 12:00 AM
22,4/12/13 12:00 AM
12,4/21/13 12:00 AM
32,5/22/13 12:00 AM
34,5/19/13 12:00 AM
10,5/6/13 12:00 AM
20,5/21/13 12:00 AM
19,5/25/13 12:00 AM
15,5/16/13 12:00 AM
30,5/12/13 12:00 AM
28,5/26/13 12:00 AM
27,5/15/13 12:00 AM
21,5/23/13 12:00 AM
10,5/27/13 12:00 AM
33,5/5/13 12:00 AM
36,5/7/13 12:00 AM
23,5/10/13 12:00 AM
19,5/3/13 12:00 AM
15,5/2/13 12:00 AM
11,5/1/13 12:00 AM
6,5/28/13 12:00 AM
36,5/8/13 12:00 AM
36,5/14/13 12:00 AM
32,6/20/13 12:00 AM
38,6/5/13 12:00 AM
6,6/2/13 12:00 AM
14,6/10/13 12:00 AM
10,6/3/13 12:00 AM
3,6/12/13 12:00 AM
14,6/27/13 12:00 AM
26,6/17/13 12:00 AM
30,6/16/13 12:00 AM
21,6/1/13 12:00 AM
22,6/26/13 12:00 AM
3,6/7/13 12:00 AM
16,6/15/13 12:00 AM
36,6/11/13 12:00 AM
31,6/22/13 12:00 AM
11,6/8/13 12:00 AM
37,6/18/13 12:00 AM
21,7/13/13 12:00 AM
23,7/28/13 12:00 AM
33,7/2/13 12:00 AM
19,7/19/13 12:00 AM
2,7/17/13 12:00 AM
22,7/9/13 12:00 AM
3,7/24/13 12:00 AM
33,7/14/13 12:00 AM
38,7/3/13 12:00 AM
16,7/8/13 12:00 AM
25,7/12/13 12:00 AM
4,7/20/13 12:00 AM
5,7/25/13 12:00 AM
9,7/16/13 12:00 AM
39,7/1/13 12:00 AM
19,7/23/13 12:00 AM
3,7/18/13 12:00 AM
18,7/7/13 12:00 AM
17,7/11/13 12:00 AM
10,7/6/13 12:00 AM
5,7/21/13 12:00 AM
25,7/4/13 12:00 AM
34,7/15/13 12:00 AM
6,7/27/13 12:00 AM
29,7/10/13 12:00 AM
35,7/26/13 12:00 AM
19,8/27/13 12:00 AM
37,8/21/13 12:00 AM
2,8/7/13 12:00 AM
12,8/6/13 12:00 AM
17,8/3/13 12:00 AM
5,8/23/13 12:00 AM
27,8/11/13 12:00 AM
27,8/4/13 12:00 AM
40,8/24/13 12:00 AM
22,8/18/13 12:00 AM
22,8/26/13 12:00 AM
21,8/1/13 12:00 AM
12,8/22/13 12:00 AM
6,8/8/13 12:00 AM
18,8/14/13 12:00 AM
21,8/17/13 12:00 AM
29,8/9/13 12:00 AM
25,8/19/13 12:00 AM
27,8/10/13 12:00 AM
4,9/11/13 12:00 AM
29,9/27/13 12:00 AM
12,9/17/13 12:00 AM
33,9/15/13 12:00 AM
10,9/6/13 12:00 AM
9,9/22/13 12:00 AM
35,9/4/13 12:00 AM
6,9/16/13 12:00 AM
24,9/25/13 12:00 AM
39,9/19/13 12:00 AM
9,9/3/13 12:00 AM
3,9/28/13 12:00 AM
4,10/15/13 12:00 AM
11,10/26/13 12:00 AM
28,10/19/13 12:00 AM
39,10/21/13 12:00 AM
12,10/2/13 12:00 AM
10,10/18/13 12:00 AM
33,11/6/13 12:00 AM
13,11/5/13 12:00 AM
38,11/26/13 12:00 AM
22,11/13/13 12:00 AM
25,11/23/13 12:00 AM
37,12/1/13 12:00 AM
34,12/9/13 12:00 AM
22,12/21/13 12:00 AM
16,12/23/13 12:00 AM
12,12/25/13 12:00 AM
22,12/3/13 12:00 AM
40,12/27/13 12:00 AM
23,12/24/13 12:00 AM
11,12/11/13 12:00 AM
36,12/13/13 12:00 AM
6,12/5/13 12:00 AM
39,12/20/13 12:00 AM
6,12/10/13 12:00 AM
8,12/17/13 12:00 AM
31,12/28/13 12:00 AM
3,12/8/13 12:00 AM
17,12/15/13 12:00 AM
17,12/26/13 12:00 AM
27,12/6/13 12:00 AM
30,12/7/13 12:00 AM
