minutes,time
35,6/7/2011
7,6/17/2011
35,6/28/2011
16,6/10/2011
36,6/8/2011
40,6/19/2011
18,6/24/2011
18,6/5/2011
15,6/9/2011
8,6/13/2011
5,6/16/2011
10,6/18/2011
5,6/20/2011
26,6/22/2011
39,6/27/2011
33,6/1/2011
15,6/6/2011
34,6/2/2011
8,6/25/2011
5,6/23/2011
33,7/11/2011
14,8/25/2011
23,8/13/2011
19,8/16/2011
40,8/14/2011
22,8/7/2011
37,8/15/2011
8,8/24/2011
30,8/21/2011
10,8/12/2011
28,8/5/2011
3,8/4/2011
10,8/3/2011
18,8/2/2011
12,8/8/2011
25,8/23/2011
7,8/6/2011
23,8/19/2011
39,8/22/2011
10,8/17/2011
22,8/1/2011
33,8/18/2011
26,8/28/2011
19,8/9/2011
2,8/26/2011
31,8/20/2011
35,8/11/2011
29,9/6/2011
20,9/5/2011
37,9/19/2011
40,9/10/2011
9,9/21/2011
40,9/18/2011
7,9/12/2011
33,9/28/2011
33,9/13/2011
36,9/4/2011
13,9/20/2011
39,9/27/2011
34,9/24/2011
29,10/22/2011
3,10/7/2011
38,10/4/2011
12,10/1/2011
39,10/10/2011
32,10/24/2011
6,10/5/2011
18,10/18/2011
10,10/26/2011
30,10/20/2011
4,10/3/2011
16,10/27/2011
37,10/19/2011
38,10/21/2011
40,11/3/2011
4,11/12/2011
23,11/28/2011
32,11/21/2011
18,11/7/2011
38,11/9/2011
25,11/11/2011
22,11/13/2011
29,11/10/2011
4,11/1/2011
37,11/5/2011
29,11/4/2011
14,11/18/2011
39,11/8/2011
26,11/23/2011
24,11/20/2011
13,11/6/2011
33,11/26/2011
35,11/22/2011
13,11/19/2011
20,11/24/2011
20,11/27/2011
23,11/2/2011
30,12/23/2011
34,12/1/2011
38,12/9/2011
14,12/24/2011
21,12/26/2011
10,12/8/2011
7,12/13/2011
25,12/12/2011
20,12/22/2011
4,12/11/2011
13,12/25/2011
5,12/28/2011
39,12/3/2011
7,12/14/2011
21,12/27/2011
13,12/2/2011
23,12/10/2011
8,12/7/2011
30,12/18/2011
29,12/15/2011
16,12/21/2011
11,12/19/2011
8,12/16/2011
14,1/14/2012
29,1/3/2012
24,1/15/2012
20,1/11/2012
32,1/27/2012
24,1/4/2012
22,1/8/2012
30,1/6/2012
39,1/21/2012
3,1/9/2012
35,1/2/2012
24,2/1/2012
30,2/8/2012
30,2/13/2012
13,2/3/2012
34,2/28/2012
34,2/17/2012
23,2/14/2012
26,2/11/2012
17,2/21/2012
18,2/2/2012
27,3/6/2012
35,3/24/2012
39,3/12/2012
13,3/22/2012
22,3/28/2012
7,3/16/2012
31,3/21/2012
2,3/2/2012
6,3/13/2012
39,3/20/2012
5,3/7/2012
38,3/19/2012
8,4/13/2012
36,4/12/2012
23,5/21/2012
38,7/18/2012
30,7/14/2012
7,7/1/2012
22,8/11/2012
17,8/20/2012
13,8/16/2012
32,8/4/2012
36,8/18/2012
26,8/8/2012
10,8/6/2012
26,8/1/2012
21,8/3/2012
32,8/2/2012
7,8/22/2012
24,8/7/2012
40,8/9/2012
17,8/25/2012
2,8/12/2012
35,8/17/2012
39,8/26/2012
11,8/15/2012
9,8/5/2012
13,8/10/2012
39,9/20/2012
28,9/3/2012
13,9/7/2012
17,9/9/2012
3,9/14/2012
38,9/21/2012
7,9/17/2012
7,9/16/2012
14,9/25/2012
13,9/8/2012
10,9/10/2012
40,9/24/2012
22,9/13/2012
30,9/12/2012
33,9/28/2012
37,9/4/2012
18,11/17/2012
7,11/19/2012
39,11/4/2012
34,11/8/2012
34,11/12/2012
6,11/22/2012
2,11/5/2012
19,11/25/2012
35,11/13/2012
16,11/1/2012
6,11/10/2012
10,11/2/2012
33,11/14/2012
9,11/6/2012
7,11/24/2012
15,11/20/2012
6,11/18/2012
27,11/3/2012
5,11/11/2012
12,11/28/2012
32,11/27/2012
18,11/9/2012
3,12/9/2012
10,12/28/2012
32,12/5/2012
24,12/12/2012
25,12/1/2012
24,1/9/2013
32,1/15/2013
31,1/18/2013
32,1/3/2013
9,1/21/2013
30,1/16/2013
2,1/19/2013
40,1/26/2013
8,1/24/2013
26,1/7/2013
24,1/13/2013
10,1/23/2013
7,1/11/2013
21,1/1/2013
37,1/25/2013
6,2/27/2013
17,2/5/2013
33,2/17/2013
12,2/3/2013
29,2/12/2013
32,2/21/2013
37,2/18/2013
23,2/2/2013
23,2/22/2013
32,2/19/2013
10,2/14/2013
13,2/24/2013
38,2/26/2013
36,2/4/2013
38,2/25/2013
38,2/10/2013
20,2/23/2013
20,3/8/2013
24,3/15/2013
29,3/21/2013
19,3/17/2013
34,3/9/2013
32,4/7/2013
6,4/27/2013
17,4/15/2013
23,4/20/2013
30,4/22/2013
32,4/6/2013
18,4/5/2013
39,4/4/2013
25,4/8/2013
30,4/28/2013
7,4/13/2013
2,4/19/2013
30,4/10/2013
36,4/16/2013
32,4/23/2013
39,4/3/2013
21,4/26/2013
22,4/14/2013
27,4/9/2013
27,4/18/2013
28,4/24/2013
23,4/2/2013
12,4/17/2013
8,4/25/2013
33,4/1/2013
22,4/12/2013
12,4/21/2013
32,5/22/2013
34,5/19/2013
10,5/6/2013
20,5/21/2013
19,5/25/2013
15,5/16/2013
30,5/12/2013
28,5/26/2013
27,5/15/2013
21,5/23/2013
10,5/27/2013
33,5/5/2013
36,5/7/2013
23,5/10/2013
19,5/3/2013
15,5/2/2013
11,5/1/2013
6,5/28/2013
36,5/8/2013
36,5/14/2013
32,6/20/2013
38,6/5/2013
6,6/2/2013
14,6/10/2013
10,6/3/2013
3,6/12/2013
14,6/27/2013
26,6/17/2013
30,6/16/2013
21,6/1/2013
22,6/26/2013
3,6/7/2013
16,6/15/2013
36,6/11/2013
31,6/22/2013
11,6/8/2013
37,6/18/2013
21,7/13/2013
23,7/28/2013
33,7/2/2013
19,7/19/2013
2,7/17/2013
22,7/9/2013
3,7/24/2013
33,7/14/2013
38,7/3/2013
16,7/8/2013
25,7/12/2013
4,7/20/2013
5,7/25/2013
9,7/16/2013
39,7/1/2013
19,7/23/2013
3,7/18/2013
18,7/7/2013
17,7/11/2013
10,7/6/2013
5,7/21/2013
25,7/4/2013
34,7/15/2013
6,7/27/2013
29,7/10/2013
35,7/26/2013
19,8/27/2013
37,8/21/2013
2,8/7/2013
12,8/6/2013
17,8/3/2013
5,8/23/2013
27,8/11/2013
27,8/4/2013
40,8/24/2013
22,8/18/2013
22,8/26/2013
21,8/1/2013
12,8/22/2013
6,8/8/2013
18,8/14/2013
21,8/17/2013
29,8/9/2013
25,8/19/2013
27,8/10/2013
4,9/11/2013
29,9/27/2013
12,9/17/2013
33,9/15/2013
10,9/6/2013
9,9/22/2013
35,9/4/2013
6,9/16/2013
24,9/25/2013
39,9/19/2013
9,9/3/2013
3,9/28/2013
4,10/15/2013
11,10/26/2013
28,10/19/2013
39,10/21/2013
12,10/2/2013
10,10/18/2013
33,11/6/2013
13,11/5/2013
38,11/26/2013
22,11/13/2013
25,11/23/2013
37,12/1/2013
34,12/9/2013
22,12/21/2013
16,12/23/2013
12,12/25/2013
22,12/3/2013
40,12/27/2013
23,12/24/2013
11,12/11/2013
36,12/13/2013
6,12/5/2013
39,12/20/2013
6,12/10/2013
8,12/17/2013
31,12/28/2013
3,12/8/2013
17,12/15/2013
17,12/26/2013
27,12/6/2013
30,12/7/2013
