minutes,time
39,"Wednesday, January 19, 11"
8,"Friday, January 28, 11"
19,"Friday, January 14, 11"
13,"Saturday, January 1, 11"
2,"Saturday, January 22, 11"
34,"Tuesday, January 25, 11"
10,"Tuesday, January 18, 11"
24,"Sunday, January 23, 11"
36,"Thursday, January 13, 11"
5,"Tuesday, January 11, 11"
9,"Wednesday, January 12, 11"
30,"Wednesday, January 26, 11"
32,"Sunday, January 9, 11"
32,"Thursday, January 20, 11"
16,"Saturday, January 8, 11"
14,"Friday, January 7, 11"
9,"Wednesday, January 5, 11"
34,"Thursday, January 6, 11"
22,"Saturday, February 19, 11"
30,"Sunday, February 20, 11"
26,"Friday, February 4, 11"
3,"Friday, February 25, 11"
37,"Wednesday, February 23, 11"
3,"Saturday, February 26, 11"
36,"Tuesday, February 22, 11"
34,"Thursday, February 17, 11"
6,"Friday, February 11, 11"
40,"Wednesday, February 16, 11"
11,"Saturday, February 5, 11"
24,"Thursday, February 3, 11"
25,"Tuesday, February 8, 11"
32,"Wednesday, February 9, 11"
32,"Monday, February 7, 11"
39,"Sunday, February 6, 11"
24,"Sunday, February 13, 11"
35,"Wednesday, February 2, 11"
38,"Thursday, February 24, 11"
32,"Saturday, March 26, 11"
40,"Sunday, April 10, 11"
13,"Tuesday, April 12, 11"
26,"Wednesday, April 6, 11"
5,"Sunday, April 3, 11"
17,"Saturday, April 2, 11"
18,"Sunday, April 24, 11"
23,"Saturday, April 9, 11"
9,"Monday, April 11, 11"
6,"Tuesday, April 26, 11"
28,"Wednesday, April 27, 11"
14,"Friday, April 22, 11"
6,"Saturday, April 23, 11"
13,"Monday, April 18, 11"
29,"Saturday, April 16, 11"
19,"Wednesday, April 20, 11"
20,"Friday, April 1, 11"
21,"Thursday, April 7, 11"
27,"Monday, April 25, 11"
13,"Thursday, April 21, 11"
5,"Tuesday, April 19, 11"
6,"Thursday, April 14, 11"
21,"Friday, April 8, 11"
31,"Monday, April 4, 11"
40,"Sunday, April 17, 11"
33,"Saturday, June 11, 11"
16,"Saturday, June 4, 11"
35,"Tuesday, June 7, 11"
7,"Friday, June 17, 11"
35,"Tuesday, June 28, 11"
16,"Friday, June 10, 11"
36,"Wednesday, June 8, 11"
40,"Sunday, June 19, 11"
18,"Friday, June 24, 11"
18,"Sunday, June 5, 11"
15,"Thursday, June 9, 11"
8,"Monday, June 13, 11"
5,"Thursday, June 16, 11"
10,"Saturday, June 18, 11"
5,"Monday, June 20, 11"
26,"Wednesday, June 22, 11"
39,"Monday, June 27, 11"
33,"Wednesday, June 1, 11"
15,"Monday, June 6, 11"
34,"Thursday, June 2, 11"
8,"Saturday, June 25, 11"
5,"Thursday, June 23, 11"
33,"Monday, July 11, 11"
14,"Thursday, August 25, 11"
23,"Saturday, August 13, 11"
19,"Tuesday, August 16, 11"
40,"Sunday, August 14, 11"
22,"Sunday, August 7, 11"
37,"Monday, August 15, 11"
8,"Wednesday, August 24, 11"
30,"Sunday, August 21, 11"
10,"Friday, August 12, 11"
28,"Friday, August 5, 11"
3,"Thursday, August 4, 11"
10,"Wednesday, August 3, 11"
18,"Tuesday, August 2, 11"
12,"Monday, August 8, 11"
25,"Tuesday, August 23, 11"
7,"Saturday, August 6, 11"
23,"Friday, August 19, 11"
39,"Monday, August 22, 11"
10,"Wednesday, August 17, 11"
22,"Monday, August 1, 11"
33,"Thursday, August 18, 11"
26,"Sunday, August 28, 11"
19,"Tuesday, August 9, 11"
2,"Friday, August 26, 11"
31,"Saturday, August 20, 11"
35,"Thursday, August 11, 11"
29,"Tuesday, September 6, 11"
20,"Monday, September 5, 11"
37,"Monday, September 19, 11"
40,"Saturday, September 10, 11"
9,"Wednesday, September 21, 11"
40,"Sunday, September 18, 11"
7,"Monday, September 12, 11"
33,"Wednesday, September 28, 11"
33,"Tuesday, September 13, 11"
36,"Sunday, September 4, 11"
13,"Tuesday, September 20, 11"
39,"Tuesday, September 27, 11"
34,"Saturday, September 24, 11"
29,"Saturday, October 22, 11"
3,"Friday, October 7, 11"
38,"Tuesday, October 4, 11"
12,"Saturday, October 1, 11"
39,"Monday, October 10, 11"
32,"Monday, October 24, 11"
6,"Wednesday, October 5, 11"
18,"Tuesday, October 18, 11"
10,"Wednesday, October 26, 11"
30,"Thursday, October 20, 11"
4,"Monday, October 3, 11"
16,"Thursday, October 27, 11"
37,"Wednesday, October 19, 11"
38,"Friday, October 21, 11"
40,"Thursday, November 3, 11"
4,"Saturday, November 12, 11"
23,"Monday, November 28, 11"
32,"Monday, November 21, 11"
18,"Monday, November 7, 11"
38,"Wednesday, November 9, 11"
25,"Friday, November 11, 11"
22,"Sunday, November 13, 11"
29,"Thursday, November 10, 11"
4,"Tuesday, November 1, 11"
37,"Saturday, November 5, 11"
29,"Friday, November 4, 11"
14,"Friday, November 18, 11"
39,"Tuesday, November 8, 11"
26,"Wednesday, November 23, 11"
24,"Sunday, November 20, 11"
13,"Sunday, November 6, 11"
33,"Saturday, November 26, 11"
35,"Tuesday, November 22, 11"
13,"Saturday, November 19, 11"
20,"Thursday, November 24, 11"
20,"Sunday, November 27, 11"
23,"Wednesday, November 2, 11"
30,"Friday, December 23, 11"
34,"Thursday, December 1, 11"
38,"Friday, December 9, 11"
14,"Saturday, December 24, 11"
21,"Monday, December 26, 11"
10,"Thursday, December 8, 11"
7,"Tuesday, December 13, 11"
25,"Monday, December 12, 11"
20,"Thursday, December 22, 11"
4,"Sunday, December 11, 11"
13,"Sunday, December 25, 11"
5,"Wednesday, December 28, 11"
39,"Saturday, December 3, 11"
7,"Wednesday, December 14, 11"
21,"Tuesday, December 27, 11"
13,"Friday, December 2, 11"
23,"Saturday, December 10, 11"
8,"Wednesday, December 7, 11"
30,"Sunday, December 18, 11"
29,"Thursday, December 15, 11"
16,"Wednesday, December 21, 11"
11,"Monday, December 19, 11"
8,"Friday, December 16, 11"
14,"Saturday, January 14, 12"
29,"Tuesday, January 3, 12"
24,"Sunday, January 15, 12"
20,"Wednesday, January 11, 12"
32,"Friday, January 27, 12"
24,"Wednesday, January 4, 12"
22,"Sunday, January 8, 12"
30,"Friday, January 6, 12"
39,"Saturday, January 21, 12"
3,"Monday, January 9, 12"
35,"Monday, January 2, 12"
24,"Wednesday, February 1, 12"
30,"Wednesday, February 8, 12"
30,"Monday, February 13, 12"
13,"Friday, February 3, 12"
34,"Tuesday, February 28, 12"
34,"Friday, February 17, 12"
23,"Tuesday, February 14, 12"
26,"Saturday, February 11, 12"
17,"Tuesday, February 21, 12"
18,"Thursday, February 2, 12"
27,"Tuesday, March 6, 12"
35,"Saturday, March 24, 12"
39,"Monday, March 12, 12"
13,"Thursday, March 22, 12"
22,"Wednesday, March 28, 12"
7,"Friday, March 16, 12"
31,"Wednesday, March 21, 12"
2,"Friday, March 2, 12"
6,"Tuesday, March 13, 12"
39,"Tuesday, March 20, 12"
5,"Wednesday, March 7, 12"
38,"Monday, March 19, 12"
8,"Friday, April 13, 12"
36,"Thursday, April 12, 12"
23,"Monday, May 21, 12"
38,"Wednesday, July 18, 12"
30,"Saturday, July 14, 12"
7,"Sunday, July 1, 12"
22,"Saturday, August 11, 12"
17,"Monday, August 20, 12"
13,"Thursday, August 16, 12"
32,"Saturday, August 4, 12"
36,"Saturday, August 18, 12"
26,"Wednesday, August 8, 12"
10,"Monday, August 6, 12"
26,"Wednesday, August 1, 12"
21,"Friday, August 3, 12"
32,"Thursday, August 2, 12"
7,"Wednesday, August 22, 12"
24,"Tuesday, August 7, 12"
40,"Thursday, August 9, 12"
17,"Saturday, August 25, 12"
2,"Sunday, August 12, 12"
35,"Friday, August 17, 12"
39,"Sunday, August 26, 12"
11,"Wednesday, August 15, 12"
9,"Sunday, August 5, 12"
13,"Friday, August 10, 12"
39,"Thursday, September 20, 12"
28,"Monday, September 3, 12"
13,"Friday, September 7, 12"
17,"Sunday, September 9, 12"
3,"Friday, September 14, 12"
38,"Friday, September 21, 12"
7,"Monday, September 17, 12"
7,"Sunday, September 16, 12"
14,"Tuesday, September 25, 12"
13,"Saturday, September 8, 12"
10,"Monday, September 10, 12"
40,"Monday, September 24, 12"
22,"Thursday, September 13, 12"
30,"Wednesday, September 12, 12"
33,"Friday, September 28, 12"
37,"Tuesday, September 4, 12"
18,"Saturday, November 17, 12"
7,"Monday, November 19, 12"
39,"Sunday, November 4, 12"
34,"Thursday, November 8, 12"
34,"Monday, November 12, 12"
6,"Thursday, November 22, 12"
2,"Monday, November 5, 12"
19,"Sunday, November 25, 12"
35,"Tuesday, November 13, 12"
16,"Thursday, November 1, 12"
6,"Saturday, November 10, 12"
10,"Friday, November 2, 12"
33,"Wednesday, November 14, 12"
9,"Tuesday, November 6, 12"
7,"Saturday, November 24, 12"
15,"Tuesday, November 20, 12"
6,"Sunday, November 18, 12"
27,"Saturday, November 3, 12"
5,"Sunday, November 11, 12"
12,"Wednesday, November 28, 12"
32,"Tuesday, November 27, 12"
18,"Friday, November 9, 12"
3,"Sunday, December 9, 12"
10,"Friday, December 28, 12"
32,"Wednesday, December 5, 12"
24,"Wednesday, December 12, 12"
25,"Saturday, December 1, 12"
24,"Wednesday, January 9, 13"
32,"Tuesday, January 15, 13"
31,"Friday, January 18, 13"
32,"Thursday, January 3, 13"
9,"Monday, January 21, 13"
30,"Wednesday, January 16, 13"
2,"Saturday, January 19, 13"
40,"Saturday, January 26, 13"
8,"Thursday, January 24, 13"
26,"Monday, January 7, 13"
24,"Sunday, January 13, 13"
10,"Wednesday, January 23, 13"
7,"Friday, January 11, 13"
21,"Tuesday, January 1, 13"
37,"Friday, January 25, 13"
6,"Wednesday, February 27, 13"
17,"Tuesday, February 5, 13"
33,"Sunday, February 17, 13"
12,"Sunday, February 3, 13"
29,"Tuesday, February 12, 13"
32,"Thursday, February 21, 13"
37,"Monday, February 18, 13"
23,"Saturday, February 2, 13"
23,"Friday, February 22, 13"
32,"Tuesday, February 19, 13"
10,"Thursday, February 14, 13"
13,"Sunday, February 24, 13"
38,"Tuesday, February 26, 13"
36,"Monday, February 4, 13"
38,"Monday, February 25, 13"
38,"Sunday, February 10, 13"
20,"Saturday, February 23, 13"
20,"Friday, March 8, 13"
24,"Friday, March 15, 13"
29,"Thursday, March 21, 13"
19,"Sunday, March 17, 13"
34,"Saturday, March 9, 13"
32,"Sunday, April 7, 13"
6,"Saturday, April 27, 13"
17,"Monday, April 15, 13"
23,"Saturday, April 20, 13"
30,"Monday, April 22, 13"
32,"Saturday, April 6, 13"
18,"Friday, April 5, 13"
39,"Thursday, April 4, 13"
25,"Monday, April 8, 13"
30,"Sunday, April 28, 13"
7,"Saturday, April 13, 13"
2,"Friday, April 19, 13"
30,"Wednesday, April 10, 13"
36,"Tuesday, April 16, 13"
32,"Tuesday, April 23, 13"
39,"Wednesday, April 3, 13"
21,"Friday, April 26, 13"
22,"Sunday, April 14, 13"
27,"Tuesday, April 9, 13"
27,"Thursday, April 18, 13"
28,"Wednesday, April 24, 13"
23,"Tuesday, April 2, 13"
12,"Wednesday, April 17, 13"
8,"Thursday, April 25, 13"
33,"Monday, April 1, 13"
22,"Friday, April 12, 13"
12,"Sunday, April 21, 13"
32,"Wednesday, May 22, 13"
34,"Sunday, May 19, 13"
10,"Monday, May 6, 13"
20,"Tuesday, May 21, 13"
19,"Saturday, May 25, 13"
15,"Thursday, May 16, 13"
30,"Sunday, May 12, 13"
28,"Sunday, May 26, 13"
27,"Wednesday, May 15, 13"
21,"Thursday, May 23, 13"
10,"Monday, May 27, 13"
33,"Sunday, May 5, 13"
36,"Tuesday, May 7, 13"
23,"Friday, May 10, 13"
19,"Friday, May 3, 13"
15,"Thursday, May 2, 13"
11,"Wednesday, May 1, 13"
6,"Tuesday, May 28, 13"
36,"Wednesday, May 8, 13"
36,"Tuesday, May 14, 13"
32,"Thursday, June 20, 13"
38,"Wednesday, June 5, 13"
6,"Sunday, June 2, 13"
14,"Monday, June 10, 13"
10,"Monday, June 3, 13"
3,"Wednesday, June 12, 13"
14,"Thursday, June 27, 13"
26,"Monday, June 17, 13"
30,"Sunday, June 16, 13"
21,"Saturday, June 1, 13"
22,"Wednesday, June 26, 13"
3,"Friday, June 7, 13"
16,"Saturday, June 15, 13"
36,"Tuesday, June 11, 13"
31,"Saturday, June 22, 13"
11,"Saturday, June 8, 13"
37,"Tuesday, June 18, 13"
21,"Saturday, July 13, 13"
23,"Sunday, July 28, 13"
33,"Tuesday, July 2, 13"
19,"Friday, July 19, 13"
2,"Wednesday, July 17, 13"
22,"Tuesday, July 9, 13"
3,"Wednesday, July 24, 13"
33,"Sunday, July 14, 13"
38,"Wednesday, July 3, 13"
16,"Monday, July 8, 13"
25,"Friday, July 12, 13"
4,"Saturday, July 20, 13"
5,"Thursday, July 25, 13"
9,"Tuesday, July 16, 13"
39,"Monday, July 1, 13"
19,"Tuesday, July 23, 13"
3,"Thursday, July 18, 13"
18,"Sunday, July 7, 13"
17,"Thursday, July 11, 13"
10,"Saturday, July 6, 13"
5,"Sunday, July 21, 13"
25,"Thursday, July 4, 13"
34,"Monday, July 15, 13"
6,"Saturday, July 27, 13"
29,"Wednesday, July 10, 13"
35,"Friday, July 26, 13"
19,"Tuesday, August 27, 13"
37,"Wednesday, August 21, 13"
2,"Wednesday, August 7, 13"
12,"Tuesday, August 6, 13"
17,"Saturday, August 3, 13"
5,"Friday, August 23, 13"
27,"Sunday, August 11, 13"
27,"Sunday, August 4, 13"
40,"Saturday, August 24, 13"
22,"Sunday, August 18, 13"
22,"Monday, August 26, 13"
21,"Thursday, August 1, 13"
12,"Thursday, August 22, 13"
6,"Thursday, August 8, 13"
18,"Wednesday, August 14, 13"
21,"Saturday, August 17, 13"
29,"Friday, August 9, 13"
25,"Monday, August 19, 13"
27,"Saturday, August 10, 13"
4,"Wednesday, September 11, 13"
29,"Friday, September 27, 13"
12,"Tuesday, September 17, 13"
33,"Sunday, September 15, 13"
10,"Friday, September 6, 13"
9,"Sunday, September 22, 13"
35,"Wednesday, September 4, 13"
6,"Monday, September 16, 13"
24,"Wednesday, September 25, 13"
39,"Thursday, September 19, 13"
9,"Tuesday, September 3, 13"
3,"Saturday, September 28, 13"
4,"Tuesday, October 15, 13"
11,"Saturday, October 26, 13"
28,"Saturday, October 19, 13"
39,"Monday, October 21, 13"
12,"Wednesday, October 2, 13"
10,"Friday, October 18, 13"
33,"Wednesday, November 6, 13"
13,"Tuesday, November 5, 13"
38,"Tuesday, November 26, 13"
22,"Wednesday, November 13, 13"
25,"Saturday, November 23, 13"
37,"Sunday, December 1, 13"
34,"Monday, December 9, 13"
22,"Saturday, December 21, 13"
16,"Monday, December 23, 13"
12,"Wednesday, December 25, 13"
22,"Tuesday, December 3, 13"
40,"Friday, December 27, 13"
23,"Tuesday, December 24, 13"
11,"Wednesday, December 11, 13"
36,"Friday, December 13, 13"
6,"Thursday, December 5, 13"
39,"Friday, December 20, 13"
6,"Tuesday, December 10, 13"
8,"Tuesday, December 17, 13"
31,"Saturday, December 28, 13"
3,"Sunday, December 8, 13"
17,"Sunday, December 15, 13"
17,"Thursday, December 26, 13"
27,"Friday, December 6, 13"
30,"Saturday, December 7, 13"
