minutes,time
8,2011-03-28
37,2011-04-10
19,2011-04-05
17,2011-04-14
15,2011-04-11
25,2011-04-01
11,2011-04-22
24,2011-04-12
15,2011-04-27
12,2011-04-21
9,2011-04-20
10,2011-04-28
31,2011-04-07
6,2011-04-15
5,2011-04-17
24,2011-04-06
12,2011-04-03
3,2011-04-25
36,2011-05-15
16,2011-05-03
13,2011-06-01
8,2011-06-06
5,2011-06-21
2,2011-06-09
13,2011-06-04
40,2011-06-11
30,2011-06-02
15,2011-06-25
3,2011-06-27
9,2011-06-12
3,2011-06-23
20,2011-06-24
33,2011-06-15
24,2011-06-26
27,2011-06-18
17,2011-06-08
11,2011-06-07
40,2011-06-22
26,2011-06-28
36,2011-06-14
25,2011-06-17
8,2011-07-14
26,2011-07-12
30,2011-07-10
36,2011-07-05
35,2011-07-25
16,2011-07-15
17,2011-07-01
38,2011-07-24
34,2011-07-03
38,2011-07-17
18,2011-07-11
31,2011-07-23
24,2011-07-09
5,2011-07-07
26,2011-07-08
3,2011-07-19
35,2011-08-06
40,2011-08-23
31,2011-08-08
11,2011-08-22
40,2011-08-28
26,2011-08-25
19,2011-08-07
5,2011-08-21
18,2011-08-02
2,2011-08-17
31,2011-08-12
11,2011-08-15
10,2011-08-04
15,2011-08-26
7,2011-08-19
15,2011-08-09
20,2011-08-01
21,2011-08-13
6,2011-08-10
7,2011-08-05
33,2011-08-24
24,2011-08-14
19,2011-08-03
19,2011-09-27
28,2011-09-10
15,2011-09-16
21,2011-09-15
32,2011-09-22
37,2011-09-25
26,2011-09-28
37,2011-09-06
23,2011-09-14
11,2011-09-17
13,2011-09-01
38,2011-09-12
18,2011-09-18
6,2011-09-19
19,2011-09-09
17,2011-09-07
3,2011-09-11
20,2011-09-23
6,2011-09-04
20,2011-09-21
16,2011-10-17
34,2011-10-18
26,2011-11-17
33,2011-11-22
13,2011-11-25
27,2011-11-02
20,2011-12-25
5,2011-12-07
24,2011-12-28
4,2011-12-08
25,2011-12-11
33,2011-12-18
13,2011-12-13
31,2011-12-17
32,2011-12-04
3,2011-12-22
27,2011-12-02
11,2011-12-27
25,2011-12-23
15,2011-12-12
28,2011-12-06
19,2012-01-13
32,2012-01-21
35,2012-01-22
18,2012-01-01
28,2012-01-20
36,2012-01-14
7,2012-01-28
18,2012-01-10
14,2012-01-09
26,2012-01-25
15,2012-01-03
2,2012-01-07
27,2012-01-26
24,2012-01-16
26,2012-01-17
38,2012-01-12
4,2012-01-23
22,2012-01-15
34,2012-01-06
32,2012-01-18
31,2012-01-27
29,2012-01-08
16,2012-01-11
13,2012-02-16
5,2012-02-19
31,2012-02-08
40,2012-02-22
32,2012-02-13
8,2012-02-10
12,2012-02-14
3,2012-02-24
24,2012-02-23
20,2012-02-07
13,2012-02-01
31,2012-02-12
34,2012-02-04
36,2012-02-21
17,2012-02-09
24,2012-02-02
40,2012-02-25
15,2012-03-24
37,2012-03-22
38,2012-03-11
12,2012-03-08
10,2012-03-27
11,2012-03-18
3,2012-03-10
19,2012-04-10
3,2012-04-28
28,2012-05-14
19,2012-05-21
12,2012-05-15
2,2012-05-27
17,2012-05-20
38,2012-05-25
6,2012-05-03
29,2012-05-05
38,2012-05-24
40,2012-05-12
26,2012-05-04
9,2012-05-08
5,2012-05-18
17,2012-06-04
31,2012-06-14
37,2012-06-22
17,2012-06-12
22,2012-06-18
34,2012-06-21
8,2012-06-24
5,2012-06-16
16,2012-06-17
10,2012-06-07
17,2012-06-15
4,2012-06-01
28,2012-06-10
33,2012-06-03
16,2012-06-11
36,2012-06-27
20,2012-06-19
34,2012-06-05
24,2012-06-20
40,2012-06-25
12,2012-06-02
37,2012-06-23
11,2012-06-09
9,2012-06-08
6,2012-06-26
21,2012-07-01
30,2012-07-23
14,2012-07-21
26,2012-07-06
29,2012-07-03
22,2012-07-02
34,2012-08-05
36,2012-08-17
17,2012-08-12
17,2012-08-24
9,2012-08-13
19,2012-08-16
4,2012-08-20
8,2012-08-09
5,2012-08-23
35,2012-08-21
40,2012-08-28
38,2012-08-03
30,2012-08-10
33,2012-08-11
11,2012-08-26
21,2012-09-17
15,2012-09-15
16,2012-09-14
6,2012-09-05
3,2012-09-06
9,2012-09-02
16,2012-09-21
39,2012-09-11
36,2012-09-23
18,2012-09-22
29,2012-09-20
29,2012-09-18
9,2012-09-03
31,2012-09-24
40,2012-09-19
15,2012-09-26
37,2012-09-01
38,2012-09-28
8,2012-09-12
37,2012-09-27
28,2012-09-08
7,2012-09-13
19,2012-09-09
22,2012-09-04
29,2012-09-16
15,2012-09-10
13,2012-10-26
7,2012-10-19
28,2012-10-15
32,2012-10-11
16,2012-10-14
14,2012-10-18
17,2012-10-25
17,2012-11-10
6,2012-11-21
29,2012-11-27
21,2012-11-17
23,2012-11-02
29,2012-11-24
11,2012-11-12
12,2012-11-14
11,2012-11-25
32,2012-11-23
30,2012-11-01
9,2012-11-15
5,2012-11-04
12,2012-11-07
34,2012-11-26
29,2012-11-05
36,2012-11-16
31,2012-11-03
23,2012-11-19
17,2012-11-22
22,2012-11-13
9,2012-11-06
22,2012-11-20
34,2012-11-09
26,2012-11-11
6,2012-11-08
36,2012-11-28
19,2012-12-23
32,2012-12-06
22,2012-12-17
26,2012-12-03
26,2012-12-11
29,2012-12-01
3,2012-12-20
18,2012-12-24
21,2012-12-25
29,2012-12-16
6,2012-12-04
7,2012-12-14
16,2012-12-19
10,2012-12-05
11,2012-12-26
27,2012-12-02
38,2012-12-13
29,2013-01-14
22,2013-01-03
30,2013-01-18
13,2013-01-08
3,2013-01-01
36,2013-01-09
15,2013-01-10
12,2013-01-05
40,2013-01-12
28,2013-01-23
29,2013-01-26
36,2013-02-11
30,2013-02-01
8,2013-02-09
18,2013-02-05
12,2013-02-10
10,2013-02-20
38,2013-02-27
33,2013-02-21
31,2013-02-25
25,2013-02-18
11,2013-02-08
22,2013-02-19
6,2013-02-02
14,2013-02-28
2,2013-02-17
20,2013-02-07
31,2013-02-24
10,2013-03-06
39,2013-03-10
24,2013-03-28
35,2013-03-12
4,2013-03-16
29,2013-03-13
27,2013-03-22
4,2013-03-04
16,2013-03-21
16,2013-03-03
12,2013-04-22
22,2013-04-21
11,2013-04-18
2,2013-04-27
24,2013-04-12
6,2013-04-08
19,2013-04-19
35,2013-04-26
32,2013-04-24
37,2013-04-02
12,2013-04-16
25,2013-04-28
2,2013-04-01
13,2013-04-10
34,2013-04-09
33,2013-04-06
38,2013-04-04
12,2013-04-07
35,2013-04-13
3,2013-04-11
25,2013-04-17
6,2013-04-23
40,2013-04-15
36,2013-04-05
38,2013-04-03
11,2013-04-14
8,2013-04-25
31,2013-05-06
21,2013-05-25
31,2013-05-09
13,2013-05-22
37,2013-05-24
36,2013-06-25
39,2013-06-03
40,2013-06-19
35,2013-06-08
15,2013-06-07
2,2013-06-17
15,2013-06-12
30,2013-06-24
6,2013-06-13
7,2013-06-11
15,2013-06-10
39,2013-06-28
40,2013-06-20
18,2013-06-27
9,2013-06-14
16,2013-06-06
31,2013-06-04
40,2013-07-28
17,2013-07-01
19,2013-07-25
28,2013-07-17
20,2013-07-12
40,2013-07-24
12,2013-07-19
26,2013-07-11
25,2013-07-08
23,2013-07-03
28,2013-07-16
22,2013-07-09
38,2013-07-06
33,2013-08-15
37,2013-08-17
20,2013-08-19
36,2013-08-11
7,2013-08-07
17,2013-08-28
4,2013-08-04
30,2013-08-24
36,2013-08-23
23,2013-08-12
4,2013-08-25
24,2013-08-27
21,2013-08-03
7,2013-08-22
3,2013-08-21
17,2013-09-16
13,2013-09-04
12,2013-09-14
32,2013-09-09
32,2013-09-13
14,2013-09-15
19,2013-09-19
17,2013-09-26
34,2013-10-17
18,2013-10-25
32,2013-10-08
4,2013-10-27
32,2013-10-26
6,2013-10-16
8,2013-10-20
29,2013-10-02
20,2013-10-10
21,2013-10-05
13,2013-10-18
7,2013-10-01
22,2013-10-19
28,2013-11-23
12,2013-11-25
16,2013-11-04
11,2013-11-11
20,2013-12-16
20,2013-12-08
8,2013-12-24
27,2013-12-17
33,2013-12-19
20,2013-12-15
9,2013-12-01
19,2013-12-27
32,2013-12-25
11,2013-12-18
8,2013-12-11
24,2013-12-28
30,2013-12-10
40,2013-12-06
20,2013-12-13
3,2013-12-26
34,2013-12-09
8,2013-12-05
13,2013-12-03
